SKU,SKU Name,Source,Source Name,Vol available for redeployment,Destination,Destination Name,Vol required to reach National Average,Total Trip Cost(USD),MACO wo VLC,Weighed MACOwoVLC,OOS(HL),OOS capped(HL),OOS %,OOS MACO
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA46,CND CD Samana,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA46,CND CD Samana,0.4517732549858767,1.230499979832588,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA44,CND CD San Juan,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA44,CND CD San Juan,0.4517732549858767,1.133414924166462,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA44,CND CD San Juan,0.4517732549858767,1.233785527668648,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA44,CND CD San Juan,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA37,CND CD San Pedro de Macoris,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA37,CND CD San Pedro de Macoris,0.4517732549858767,1.162766299832193,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA37,CND CD San Pedro de Macoris,0.4517732549858767,1.263136903334379,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA37,CND CD San Pedro de Macoris,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZF000007,ARROZ PIMCO 2 LB,DA36,CND CD San Fco. de Macoris,1.2104651999354938,DA35,CND CD Puerto Plata,17.1977957471981,1.155992641604193,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZF000007,ARROZ PIMCO 2 LB,DA40,CND CD Santiago,67.34685332443331,DA35,CND CD Puerto Plata,17.1977957471981,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
